"Combo","Model_ID","Train_Test_ID","Date","Forecast","Target","Best_Model","Combo_ID","Model_Name","Model_Type","Recipe_ID","Hyperparameter_ID","Horizon","lo_80","hi_80","lo_95","hi_95","method_80","method_95","coverage_80","coverage_95"
"M2","arima--local--R1_ets--local--R1",6,2015-03-01,2004.08208561799,1960.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1337.41510454446,2670.74906669151,1138.82061273566,2869.34355850031,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",6,2015-04-01,1906.90582992363,1590.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1240.23884885011,2573.57281099716,1041.6443570413,2772.16730280596,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",6,2015-05-01,1909.77038639964,1730.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1243.10340532612,2576.43736747316,1044.50891351731,2775.03185928197,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",6,2015-06-01,2237.10704484149,2440.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1570.44006376797,2903.77402591502,1371.84557195916,3102.36851772382,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",7,2015-01-01,1932.59400833485,2210.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1265.92702726133,2599.26098940837,1067.33253545252,2797.85548121718,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",7,2015-02-01,2037.82533610525,1930.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1371.15835503172,2704.49231717877,1172.56386322292,2903.08680898757,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",7,2015-03-01,1905.9266035096,1960.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1239.25962243608,2572.59358458312,1040.66513062727,2771.18807639193,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",7,2015-04-01,1812.66224571036,1590.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1145.99526463684,2479.32922678389,947.400772828035,2677.92371859269,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",7,2015-05-01,1826.07495263983,1730.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1159.40797156631,2492.74193371335,960.8134797575,2691.33642552216,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",7,2015-06-01,2139.93946225935,2440.00000000001,"Yes","M2","NA","local","simple_average","NA",6,1473.27248118583,2806.60644333287,1274.67798937702,3005.20093514168,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",8,2014-12-01,1884.10810526637,1660.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1217.44112419285,2550.7750863399,1018.84663238404,2749.3695781487,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",8,2015-01-01,2038.6193202794,2210.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1371.95233920588,2705.28630135292,1173.35784739707,2903.88079316173,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",8,2015-02-01,2122.36101374626,1930.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1455.69403267273,2789.02799481978,1257.09954086393,2987.62248662859,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",8,2015-03-01,1984.71067345187,1960.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1318.04369237835,2651.37765452539,1119.44920056954,2849.9721463342,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",8,2015-04-01,1883.90921592592,1590.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1217.2422348524,2550.57619699944,1018.64774304359,2749.17068880825,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",8,2015-05-01,1910.10123179868,1730.00000000001,"Yes","M2","NA","local","simple_average","NA",6,1243.43425072515,2576.7682128722,1044.83975891635,2775.36270468101,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",9,2014-11-01,2223.92995274925,1630.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1557.26297167573,2890.59693382277,1358.66847986692,3089.19142563158,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",9,2014-12-01,2145.05384112043,1660.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1478.38686004691,2811.72082219395,1279.7923682381,3010.31531400276,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",9,2015-01-01,2265.16660070356,2210.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1598.49961963004,2931.83358177708,1399.90512782123,3130.42807358589,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",9,2015-02-01,2344.41210621957,1930.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1677.74512514605,3011.07908729309,1479.15063333724,3209.6735791019,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",9,2015-03-01,2191.63725516431,1960.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1524.97027409078,2858.30423623783,1326.37578228198,3056.89872804664,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",9,2015-04-01,2096.31955802186,1590.00000000001,"Yes","M2","NA","local","simple_average","NA",6,1429.65257694834,2762.98653909538,1231.05808513953,2961.58103090419,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",10,2014-10-01,2341.27946011495,2020.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1674.61247904142,3007.94644118847,1476.01798723262,3206.54093299728,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",10,2014-11-01,2360.97165286834,1630.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1694.30467179482,3027.63863394187,1495.71017998601,3226.23312575067,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",10,2014-12-01,2254.2122168866,1660.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1587.54523581308,2920.87919796013,1388.95074400427,3119.47368976893,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",10,2015-01-01,2370.05269126332,2210.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1703.3857101898,3036.71967233684,1504.79121838099,3235.31416414565,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",10,2015-02-01,2448.46995902496,1930.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1781.80297795144,3115.13694009849,1583.20848614263,3313.73143190729,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",10,2015-03-01,2305.40988381733,1960.00000000001,"Yes","M2","NA","local","simple_average","NA",6,1638.74290274381,2972.07686489085,1440.148410935,3170.67135669966,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",11,2014-09-01,2313.20762728129,2400.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1646.54064620777,2979.87460835481,1447.94615439896,3178.46910016362,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",11,2014-10-01,2306.52407850715,2020.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1639.85709743363,2973.19105958067,1441.26260562482,3171.78555138948,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",11,2014-11-01,2335.14002459955,1630.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1668.47304352602,3001.80700567307,1469.87855171722,3200.40149748188,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",11,2014-12-01,2225.83134580296,1660.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1559.16436472944,2892.49832687648,1360.56987292063,3091.09281868529,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",11,2015-01-01,2350.14324443933,2210.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1683.47626336581,3016.81022551286,1484.881771557,3215.40471732166,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",11,2015-02-01,2415.50824486855,1930.00000000001,"Yes","M2","NA","local","simple_average","NA",6,1748.84126379502,3082.17522594207,1550.24677198622,3280.76971775088,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",12,2014-08-01,2484.26822532856,2160.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1817.60124425504,3150.93520640209,1619.00675244623,3349.52969821089,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",12,2014-09-01,2449.66946001309,2400.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1783.00247893957,3116.33644108662,1584.40798713076,3314.93093289543,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",12,2014-10-01,2413.10890790375,2020.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1746.44192683023,3079.77588897728,1547.84743502142,3278.37038078608,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",12,2014-11-01,2437.39521046199,1630.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1770.72822938847,3104.06219153552,1572.13373757966,3302.65668334432,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",12,2014-12-01,2314.75099242981,1660.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1648.08401135629,2981.41797350334,1449.48951954748,3180.01246531214,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",12,2015-01-01,2456.48762184947,2210.00000000001,"Yes","M2","NA","local","simple_average","NA",6,1789.82064077594,3123.15460292299,1591.22614896714,3321.7490947318,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",13,2014-07-01,2524.65739728321,2900.00000000002,"Yes","M2","NA","local","simple_average","NA",1,1857.99041620969,3191.32437835674,1659.39592440088,3389.91887016554,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",13,2014-08-01,2331.22004264837,2160.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1664.55306157484,2997.88702372189,1465.95856976603,3196.4815155307,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",13,2014-09-01,2327.51018239567,2400.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1660.84320132215,2994.17716346919,1462.24870951334,3192.771655278,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",13,2014-10-01,2294.91433955367,2020.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1628.24735848015,2961.5813206272,1429.65286667134,3160.175812436,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",13,2014-11-01,2334.43233541464,1630.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1667.76535434112,3001.09931648817,1469.17086253231,3199.69380829698,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",13,2014-12-01,2193.46019322368,1660.00000000001,"Yes","M2","NA","local","simple_average","NA",6,1526.79321215016,2860.1271742972,1328.19872034135,3058.72166610601,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",14,2014-06-01,2323.39045246196,2830.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1656.72347138844,2990.05743353548,1458.12897957963,3188.65192534429,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",14,2014-07-01,2302.21388406289,2900.00000000002,"Yes","M2","NA","local","simple_average","NA",2,1635.54690298937,2968.88086513641,1436.95241118056,3167.47535694522,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",14,2014-08-01,2170.44755650207,2160.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1503.78057542855,2837.11453757559,1305.18608361974,3035.7090293844,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",14,2014-09-01,2148.12197933801,2400.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1481.45499826449,2814.78896041153,1282.86050645568,3013.38345222034,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",14,2014-10-01,2168.66087990078,2020.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1501.99389882725,2835.3278609743,1303.39940701845,3033.92235278311,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",14,2014-11-01,2173.58902826703,1630.00000000001,"Yes","M2","NA","local","simple_average","NA",6,1506.9220471935,2840.25600934055,1308.3275553847,3038.85050114936,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",15,2014-05-01,2306.08801364715,1820.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1639.42103257362,2972.75499472067,1440.82654076482,3171.34948652948,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",15,2014-06-01,2544.47213491043,2830.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1877.80515383691,3211.13911598395,1679.2106620281,3409.73360779276,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",15,2014-07-01,2496.8403639923,2900.00000000002,"Yes","M2","NA","local","simple_average","NA",3,1830.17338291878,3163.50734506583,1631.57889110997,3362.10183687463,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",15,2014-08-01,2345.93958264924,2160.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1679.27260157571,3012.60656372276,1480.6781097669,3211.20105553157,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",15,2014-09-01,2318.75991041441,2400.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1652.09292934089,2985.42689148793,1453.49843753208,3184.02138329674,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",15,2014-10-01,2339.64543958461,2020.00000000001,"Yes","M2","NA","local","simple_average","NA",6,1672.97845851109,3006.31242065814,1474.38396670228,3204.90691246694,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",16,2014-04-01,2295.51215773964,2170.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1628.84517666612,2962.17913881316,1430.25068485731,3160.77363062197,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",16,2014-05-01,2359.40417788362,1820.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1692.7371968101,3026.07115895714,1494.14270500129,3224.66565076595,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",16,2014-06-01,2591.24707819646,2830.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1924.58009712294,3257.91405926998,1725.98560531413,3456.50855107879,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",16,2014-07-01,2533.40649771291,2900.00000000002,"Yes","M2","NA","local","simple_average","NA",4,1866.73951663939,3200.07347878644,1668.14502483058,3398.66797059524,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",16,2014-08-01,2381.20331265516,2160.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1714.53633158164,3047.87029372868,1515.94183977283,3246.46478553749,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",16,2014-09-01,2357.65006437375,2400.00000000001,"Yes","M2","NA","local","simple_average","NA",6,1690.98308330023,3024.31704544727,1492.38859149142,3222.91153725608,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",17,2014-03-01,2599.31506820714,2130.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1932.64808713361,3265.98204928066,1734.0535953248,3464.57654108947,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",17,2014-04-01,2496.61181575664,2170.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1829.94483468311,3163.27879683016,1631.35034287431,3361.87328863897,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",17,2014-05-01,2527.00250481065,1820.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1860.33552373713,3193.66948588417,1661.74103192832,3392.26397769298,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",17,2014-06-01,2763.88877986698,2830.00000000001,"Yes","M2","NA","local","simple_average","NA",4,2097.22179879346,3430.5557609405,1898.62730698465,3629.15025274931,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",17,2014-07-01,2705.9904190891,2900.00000000002,"Yes","M2","NA","local","simple_average","NA",5,2039.32343801558,3372.65740016262,1840.72894620677,3571.25189197143,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",17,2014-08-01,2542.41935919009,2160.00000000001,"Yes","M2","NA","local","simple_average","NA",6,1875.75237811657,3209.08634026361,1677.15788630776,3407.68083207242,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",18,2014-02-01,2539.13925231139,2730.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1872.47227123787,3205.80623338491,1673.87777942906,3404.40072519372,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",18,2014-03-01,2521.60052685807,2130.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1854.93354578455,3188.26750793159,1656.33905397574,3386.8619997404,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",18,2014-04-01,2428.56908710014,2170.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1761.90210602662,3095.23606817366,1563.30761421781,3293.83055998247,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",18,2014-05-01,2463.32488077892,1820.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1796.65789970539,3129.99186185244,1598.06340789658,3328.58635366125,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",18,2014-06-01,2695.29974024732,2830.00000000001,"Yes","M2","NA","local","simple_average","NA",5,2028.6327591738,3361.96672132084,1830.03826736499,3560.56121312965,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",18,2014-07-01,2636.97840889594,2900.00000000002,"Yes","M2","NA","local","simple_average","NA",6,1970.31142782242,3303.64538996946,1771.71693601361,3502.23988177827,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",19,2014-01-01,2531.69762965369,2460.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1865.03064858017,3198.36461072721,1666.43615677136,3396.95910253602,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",19,2014-02-01,2563.91410627363,2730.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1897.24712520011,3230.58108734715,1698.6526333913,3429.17557915596,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",19,2014-03-01,2545.02804968458,2130.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1878.36106861106,3211.6950307581,1679.76657680225,3410.28952256691,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",19,2014-04-01,2449.03189684773,2170.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1782.36491577421,3115.69887792125,1583.7704239654,3314.29336973006,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",19,2014-05-01,2490.61742060922,1820.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1823.9504395357,3157.28440168274,1625.35594772689,3355.87889349155,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",19,2014-06-01,2726.92862848895,2830.00000000001,"Yes","M2","NA","local","simple_average","NA",6,2060.26164741543,3393.59560956247,1861.66715560662,3592.19010137128,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",20,2013-12-01,2469.91398895728,2230.00000000001,"Yes","M2","NA","local","simple_average","NA",1,1803.24700788375,3136.5809700308,1604.65251607495,3335.17546183961,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",20,2014-01-01,2639.96118293201,2460.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1973.29420185849,3306.62816400553,1774.69971004968,3505.22265581434,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",20,2014-02-01,2657.40666473913,2730.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1990.73968366561,3324.07364581266,1792.1451918568,3522.66813762146,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",20,2014-03-01,2633.55301503286,2130.00000000001,"Yes","M2","NA","local","simple_average","NA",4,1966.88603395934,3300.21999610638,1768.29154215053,3498.81448791519,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",20,2014-04-01,2532.78296205185,2170.00000000001,"Yes","M2","NA","local","simple_average","NA",5,1866.11598097832,3199.44994312537,1667.52148916952,3398.04443493418,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",20,2014-05-01,2579.02450747956,1820.00000000001,"Yes","M2","NA","local","simple_average","NA",6,1912.35752640604,3245.69148855309,1713.76303459723,3444.28598036189,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",21,2013-11-01,2811.82884500205,2390.00000000001,"Yes","M2","NA","local","simple_average","NA",1,2145.16186392853,3478.49582607557,1946.56737211972,3677.09031788438,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",21,2013-12-01,2648.67737490242,2230.00000000001,"Yes","M2","NA","local","simple_average","NA",2,1982.0103938289,3315.34435597594,1783.41590202009,3513.93884778475,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",21,2014-01-01,2795.14348414036,2460.00000000001,"Yes","M2","NA","local","simple_average","NA",3,2128.47650306683,3461.81046521388,1929.88201125803,3660.40495702269,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",21,2014-02-01,2804.29567491135,2730.00000000001,"Yes","M2","NA","local","simple_average","NA",4,2137.62869383782,3470.96265598487,1939.03420202901,3669.55714779368,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",21,2014-03-01,2775.44309521969,2130.00000000001,"Yes","M2","NA","local","simple_average","NA",5,2108.77611414617,3442.11007629321,1910.18162233736,3640.70456810202,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",21,2014-04-01,2672.3070607515,2170.00000000001,"Yes","M2","NA","local","simple_average","NA",6,2005.64007967798,3338.97404182502,1807.04558786917,3537.56853363383,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",22,2013-10-01,2741.77599064713,2740.00000000001,"Yes","M2","NA","local","simple_average","NA",1,2075.1090095736,3408.44297172065,1876.5145177648,3607.03746352946,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",22,2013-11-01,2811.15218833726,2390.00000000001,"Yes","M2","NA","local","simple_average","NA",2,2144.48520726373,3477.81916941078,1945.89071545493,3676.41366121959,"Conformal","Conformal",0.935185185185185,1
"M2","arima--local--R1_ets--local--R1",22,2013-12-01,2649.11525002303,2230.00000000001,"Yes","M2","NA","local","simple_average","NA",3,1982.4482689495,3315.78223109655,1783.8537771407,3514.37672290536,"Conformal","Conformal",0.935185185185185,1
